car_id,brand,model,year,price,km_driven,fuel_type,transmission,owner_type,engine_cc,mileage,seats,city,seller_rating,insurance_valid
37.0,Tata,ModelC,2013.0,1207054.0,102493.0,Electric,Manual,Third,2380.0,19.001283408315164,4.0,Mumbai,4.833310745925547,No
38.0,Kia,ModelD,2012.0,1606145.0,33927.0,Diesel,Manual,Third,3242.0,14.094389078999978,7.0,Delhi,1.390829101547034,Yes
39.0,Honda,ModelA,2005.0,2748202.0,177166.0,Diesel,Manual,Third,3173.0,21.3303633117566,7.0,Pune,1.0599940015085467,Yes
40.0,Audi,ModelB,2013.0,1622534.0,106948.0,Petrol,Manual,Second,2359.0,22.99085917207321,5.0,Bangalore,1.644400093025689,No
41.0,Tata,ModelB,2013.0,1867858.0,190194.0,Diesel,Automatic,First,1549.0,16.0524636585751,2.0,Bangalore,4.984051133528993,Yes
42.0,Honda,ModelB,2011.0,794780.0,34493.0,Diesel,Automatic,Third,1893.0,19.199633393562017,6.0,Mumbai,1.7199984664427477,No
43.0,Mahindra,ModelB,2008.0,971522.0,36707.0,Petrol,Manual,First,1989.0,15.58678970553119,5.0,Delhi,3.010190426888093,Yes
44.0,Tata,ModelB,2017.0,1955227.0,143368.0,Electric,Automatic,Third,3489.0,17.387823289102275,3.0,Mumbai,4.393670905722044,No
45.0,Mahindra,ModelB,2021.0,1642247.0,161470.0,Diesel,Manual,Third,3061.0,13.190799133768472,7.0,Mumbai,1.0816064427528254,Yes
46.0,Ford,ModelC,2006.0,13982025.0,40842.0,Diesel,Automatic,First,2675.0,27.71118887171263,3.0,Pune,3.417955929033838,No
47.0,Honda,ModelA,2009.0,277912.0,18261.0,Diesel,Manual,First,2587.0,10.200208211182728,4.0,Bangalore,2.1081017954784973,No
48.0,Toyota,ModelC,2016.0,2372919.0,81709.0,Electric,Manual,First,3216.0,27.64818372887577,5.0,Chennai,4.449339665758926,No
49.0,Kia,ModelC,2012.0,2433433.0,100985.0,Petrol,Automatic,Second,2407.0,21.43357756699477,6.0,Bangalore,2.1338445970563167,Yes
50.0,Mercedes,ModelD,2010.0,2281906.0,111616.0,Diesel,Manual,Third,848.0,16.63315688354035,4.0,Bangalore,3.747022881127636,Yes
51.0,BMW,ModelC,2012.0,702276.0,192776.0,Hybrid,Automatic,Second,1875.0,24.4611425092066,2.0,Pune,3.696878529789588,Yes
52.0,Toyota,ModelC,2022.0,1600134.0,72173.0,Diesel,Manual,First,2112.0,20.15504303725329,4.0,Chennai,1.88597419543856,Yes
53.0,Audi,ModelA,2007.0,2704884.0,36781.0,Diesel,Automatic,Third,2449.0,19.98217316215213,6.0,Delhi,1.1391967994734005,No
54.0,Honda,ModelD,2016.0,1622534.0,103618.0,Electric,Automatic,Second,2980.0,20.167109751291846,4.0,Chennai,2.636998295141589,No
55.0,Mercedes,ModelE,2007.0,1622534.0,10103.0,Hybrid,Manual,Third,3846.0,17.790320518908175,7.0,Delhi,2.156772607863479,No
56.0,Audi,ModelA,2010.0,180388.0,91500.0,Diesel,Automatic,Second,3633.0,14.821286917134731,7.0,Chennai,4.235910998454834,No
57.0,Honda,ModelB,2006.0,339779.0,105336.0,Diesel,Manual,First,1989.0,10.313918111925592,5.0,Mumbai,4.201456753821381,No
58.0,Hyundai,ModelE,2016.0,1622534.0,171601.0,Diesel,Automatic,Second,2197.0,17.201992615642265,3.0,Chennai,2.828095808770502,Yes
59.0,Hyundai,ModelB,2006.0,2403998.0,118499.0,Petrol,Automatic,Third,3220.0,11.796442588512097,6.0,Pune,3.426048901292876,No
60.0,Mahindra,ModelB,2010.0,794335.0,154524.0,Petrol,Automatic,Second,2628.0,15.136600754503704,6.0,Delhi,3.4170380639477007,No
61.0,Audi,ModelD,2021.0,1622534.0,54393.0,Diesel,Automatic,Third,1278.0,11.85033242366189,4.0,Bangalore,4.3086325937104935,Yes
62.0,Hyundai,ModelB,2007.0,1280788.0,103618.0,Diesel,Manual,Third,1631.0,12.018832511127975,5.0,Pune,2.70000965649279,Yes
63.0,Toyota,ModelE,2006.0,2194945.0,171508.0,Petrol,Automatic,First,3497.0,13.980225888303766,4.0,Delhi,2.1017867191620363,No
64.0,Mahindra,ModelA,2012.0,2090922.0,52406.0,Electric,Automatic,Second,2414.0,20.167109751291846,4.0,Pune,2.06013967256219,Yes
65.0,Honda,ModelA,2016.0,888140.0,68059.0,Hybrid,Manual,First,1481.0,20.167109751291846,6.0,Pune,3.144769117128817,No
66.0,Mahindra,ModelD,2008.0,2069710.0,152026.0,Hybrid,Manual,First,3535.0,22.773452722408106,4.0,Mumbai,2.7965928109288503,Yes
496.0,Audi,ModelA,2009.0,2121770.0,87722.0,Electric,Manual,First,2123.0,12.824873960531146,3.0,Pune,2.7604830839397447,Yes
68.0,Mercedes,ModelA,2017.0,2223238.0,17356.0,Electric,Manual,Third,881.0,28.41256273421552,4.0,Bangalore,1.364549356358829,Yes
69.0,Kia,ModelD,2019.0,631972.0,133128.0,Electric,Manual,Third,886.0,11.872657866672585,3.0,Bangalore,3.8744149627607833,Yes
496.0,Tata,ModelD,2020.0,1239664.0,7187.0,Diesel,Manual,Third,3072.0,29.10126374252473,6.0,Mumbai,1.8549467519276428,No
71.0,Mercedes,ModelE,2014.0,494423.0,82243.0,Electric,Automatic,Second,2863.0,22.21852774966956,5.0,Pune,1.7878145208348857,Yes
72.0,Ford,ModelA,2020.0,1718963.0,40098.0,Electric,Manual,Third,1621.0,10.025361538309806,7.0,Bangalore,2.651033281109574,Yes
73.0,Honda,ModelA,2016.0,690381.0,157297.0,Hybrid,Automatic,Second,962.0,27.88014395833612,3.0,Mumbai,1.9111133664712057,No
74.0,Ford,ModelE,2021.0,1309337.0,139678.0,Electric,Manual,Third,3361.0,20.434236027338365,5.0,Pune,3.335433069232061,No
496.0,Mercedes,ModelC,2020.0,1639600.0,62620.0,Petrol,Automatic,Third,3197.0,15.25339470660969,5.0,Chennai,2.485853357337886,No
76.0,Mahindra,ModelC,2016.0,989497.0,168900.0,Electric,Automatic,First,2732.0,25.345583550312604,3.0,Pune,2.7956468903711604,No
77.0,Tata,ModelC,2012.0,2327503.0,131270.0,Electric,Automatic,First,3528.0,28.5333110777374,6.0,Mumbai,3.1486772864161154,Yes
78.0,Tata,ModelB,2007.0,138635.0,162561.0,Hybrid,Manual,First,2650.0,19.67381646293588,2.0,Delhi,1.8141420899272196,No
79.0,Toyota,ModelA,2020.0,1243647.0,19387.0,Hybrid,Manual,Second,2660.0,16.311069488862216,5.0,Chennai,1.6230064914621192,Yes
80.0,Tata,ModelE,2017.0,1516953.0,74463.0,Electric,Manual,Second,1915.0,25.778902478698534,5.0,Pune,4.52168761149442,No
81.0,Kia,ModelE,2023.0,990083.0,415989.0,Hybrid,Manual,Third,3028.0,23.63570995576909,6.0,Bangalore,2.984502809203293,Yes
82.0,Tata,ModelC,2012.0,2794245.0,184588.0,Diesel,Automatic,Second,3590.0,27.775049675005448,6.0,Pune,2.6483744385301566,No
83.0,Mercedes,ModelB,2009.0,521280.0,96683.0,Hybrid,Manual,Third,3507.0,23.850280255223858,4.0,Mumbai,1.142448601091366,Yes
84.0,Toyota,ModelA,2012.0,1009245.0,67061.0,Hybrid,Automatic,Second,2682.0,14.870566777990726,6.0,Mumbai,2.991905210349573,Yes
85.0,Toyota,ModelC,2016.0,441207.0,86257.0,Hybrid,Manual,Second,3340.0,28.63318499518038,5.0,Pune,3.2166788864440004,No
86.0,Mercedes,ModelB,2005.0,1330746.0,66753.0,Hybrid,Manual,Second,1722.0,12.096714944119826,3.0,Delhi,3.235363483818666,Yes
87.0,BMW,ModelB,2010.0,2390378.0,89774.0,Petrol,Manual,First,2975.0,15.358855002136956,2.0,Bangalore,3.8281246772915374,Yes
496.0,Toyota,ModelD,2022.0,692632.0,147159.0,Petrol,Manual,Second,2249.0,20.40389215447771,4.0,Bangalore,1.709927339964047,Yes
89.0,Mercedes,ModelA,2012.0,660881.0,166888.0,Petrol,Automatic,First,2382.0,21.314840521418027,3.0,Mumbai,2.0088925369224757,Yes
90.0,BMW,ModelB,2011.0,660592.0,28408.0,Electric,Manual,First,1364.0,10.30621173253811,2.0,Mumbai,4.242921860921651,No
91.0,BMW,ModelC,2013.0,1572178.0,129116.0,Diesel,Automatic,Second,3397.0,25.6114545164188,2.0,Pune,4.788682467373576,Yes
92.0,Toyota,ModelD,2020.0,1262189.0,136208.0,Diesel,Manual,Third,3300.0,17.23214636850779,2.0,Chennai,1.5437309894692826,Yes
93.0,Ford,ModelA,2016.0,1622534.0,22413.0,Petrol,Automatic,Third,1270.0,18.128370820042758,7.0,Delhi,2.990598218020873,No
94.0,Mahindra,ModelE,2010.0,514299.0,118650.0,Electric,Manual,Third,1787.0,26.187390888738918,3.0,Chennai,1.8567050109583476,No
95.0,Kia,ModelC,2006.0,1691218.0,64500.0,Hybrid,Manual,Second,3585.0,17.58566783455089,4.0,Chennai,1.2402926734199298,No
96.0,Mahindra,ModelB,2018.0,2481486.0,89514.0,Hybrid,Automatic,Third,2734.0,10.944497529895097,4.0,Mumbai,2.984502809203293,Yes
97.0,Tata,ModelB,2008.0,2618766.0,61358.0,Petrol,Manual,Second,1023.0,13.528795409407008,2.0,Mumbai,1.574750500736851,No
98.0,Kia,ModelC,2005.0,1331619.0,71197.0,Diesel,Manual,Third,3001.0,29.11806344776365,3.0,Mumbai,3.839732293736985,No
99.0,Tata,ModelB,2022.0,1299151.0,168926.0,Diesel,Manual,Second,3407.0,11.408107248050284,7.0,Chennai,3.1349016546857777,Yes
496.0,Mercedes,ModelD,2017.0,1622534.0,81240.0,Hybrid,Manual,Third,1150.0,17.098624019360322,2.0,Delhi,1.5753378839612435,No
101.0,Honda,ModelB,2013.0,2017043.0,21322.0,Diesel,Manual,First,2728.0,20.06358334102689,6.0,Mumbai,1.0369663536220577,Yes
102.0,Toyota,ModelD,2013.0,1122892.0,118053.0,Petrol,Manual,Second,1148.0,19.8656165467712,4.0,Bangalore,4.232628196096851,No
103.0,Kia,ModelB,2006.0,2991600.0,11968.0,Hybrid,Manual,Third,981.0,10.079198860242856,5.0,Delhi,1.70477762465699,Yes
104.0,Kia,ModelE,2013.0,1622534.0,32518.0,Electric,Automatic,Second,1436.0,20.023254629149807,2.0,Bangalore,3.424866568883064,No
105.0,Mercedes,ModelA,2005.0,1622534.0,56925.0,Electric,Automatic,Second,1817.0,17.675449159548187,6.0,Delhi,2.3476876523069823,Yes
106.0,Ford,ModelA,2015.0,2605440.0,195920.0,Diesel,Manual,Second,3026.0,20.167109751291846,4.0,Mumbai,3.3419437532601424,No
107.0,Toyota,ModelC,2007.0,2299391.0,116900.0,Hybrid,Manual,Second,3910.0,13.183181679876595,7.0,Pune,2.262614507929296,Yes
108.0,Mercedes,ModelC,2008.0,735719.0,98422.0,Hybrid,Manual,Second,1571.0,17.0830839351899,3.0,Mumbai,1.347758242769017,Yes
109.0,Hyundai,ModelE,2022.0,1622534.0,6700.0,Electric,Automatic,Third,3741.0,18.389629701796395,4.0,Chennai,1.8918000342310144,Yes
110.0,BMW,ModelA,2010.0,2901445.0,98782.0,Hybrid,Automatic,First,3874.0,17.813870742018977,3.0,Chennai,1.7522342659163024,No
111.0,Toyota,ModelE,2007.0,908258.0,28199.0,Diesel,Manual,Third,1815.0,23.31661655303725,3.0,Delhi,2.712077409758576,Yes
112.0,BMW,ModelC,2015.0,430170.0,180661.0,Hybrid,Automatic,First,2911.0,14.310257150955376,7.0,Chennai,3.633135133704629,Yes
113.0,Ford,ModelC,2019.0,2318820.0,168187.0,Diesel,Manual,Third,828.0,14.421431056279836,7.0,Mumbai,2.05522429978543,Yes
114.0,BMW,ModelA,2009.0,2964140.0,103618.0,Hybrid,Manual,Second,3219.0,24.584218970017066,4.0,Bangalore,1.0482797412024718,No
115.0,Toyota,ModelD,2014.0,2745485.0,190388.0,Petrol,Manual,Third,2944.0,20.00581037356359,2.0,Mumbai,3.075749457059028,Yes
116.0,Ford,ModelB,2016.0,281948.0,10520.0,Diesel,Manual,Second,2693.0,18.30311352114621,4.0,Delhi,3.423037957435888,No
117.0,Mahindra,ModelC,2019.0,2682814.0,103618.0,Hybrid,Automatic,First,2265.0,13.384061033545036,7.0,Pune,4.851481976007239,Yes
118.0,Kia,ModelC,2021.0,2811542.0,172527.0,Hybrid,Automatic,Third,2026.0,13.750544458243333,6.0,Bangalore,3.357883212372988,No
119.0,Kia,ModelD,2014.0,2511215.0,128364.0,Petrol,Manual,Second,3840.0,10.21103273631801,4.0,Pune,2.884690237512568,No
120.0,Tata,ModelD,2010.0,1306751.0,177677.0,Diesel,Automatic,First,2868.0,11.828525377234184,5.0,Bangalore,3.2936065035908157,Yes
121.0,Mahindra,ModelE,2022.0,2447029.0,19955.0,Electric,Automatic,First,3582.0,21.136773893804826,3.0,Pune,4.711602519448109,No
122.0,Mahindra,ModelE,2017.0,1053692.0,180121.0,Electric,Manual,Third,1925.0,27.8374626001682,3.0,Mumbai,4.3135125824065845,No
123.0,BMW,ModelB,2007.0,1285493.0,149989.0,Diesel,Manual,First,3917.0,15.743295302611148,2.0,Pune,2.291914933455232,Yes
124.0,Kia,ModelB,2014.0,317770.0,209775.0,Hybrid,Manual,Second,865.0,16.554944517922564,6.0,Delhi,1.949017454628549,No
125.0,Toyota,ModelA,2018.0,742613.0,112216.0,Hybrid,Manual,First,3450.0,12.312112212230245,4.0,Delhi,2.0505344494642945,No
126.0,Audi,ModelE,2010.0,2874825.0,75269.0,Electric,Manual,First,1934.0,17.772618912142057,7.0,Bangalore,3.017684158860852,No
127.0,Audi,ModelC,2007.0,2537245.0,167026.0,Electric,Manual,Second,1137.0,10.744434091386584,2.0,Bangalore,3.976197804914311,No
128.0,Ford,ModelE,2020.0,1461871.0,46458.0,Electric,Automatic,First,2970.0,28.352013925238005,4.0,Chennai,3.0128768287318484,Yes
129.0,Kia,ModelC,2011.0,2083691.0,94037.0,Diesel,Manual,First,2528.0,23.462226962490572,4.0,Pune,1.2711855833124504,No
496.0,Kia,ModelD,2018.0,1815880.0,157185.0,Electric,Automatic,First,1246.0,29.814976187864374,4.0,Bangalore,3.894322801759924,No
131.0,Audi,ModelE,2013.0,1987895.0,104977.0,Petrol,Manual,First,3458.0,27.656463253569875,6.0,Chennai,4.223880514683815,Yes
132.0,Kia,ModelD,2019.0,2802882.0,48939.0,Diesel,Manual,Second,3518.0,19.45981187396305,2.0,Pune,2.1579914604788786,Yes
496.0,BMW,ModelB,2007.0,1207229.0,34345.0,Hybrid,Automatic,First,3462.0,20.39370062300754,2.0,Delhi,3.6565029571334016,No
134.0,Hyundai,ModelB,2006.0,1890008.0,182385.0,Electric,Manual,Second,3744.0,13.811520930343876,5.0,Chennai,2.706367604217573,No
135.0,Honda,ModelA,2006.0,1926525.0,115107.0,Hybrid,Automatic,First,1080.0,19.24078685679111,4.0,Pune,4.556477422909771,Yes
136.0,Mahindra,ModelE,2007.0,418766.0,126866.0,Hybrid,Automatic,First,3914.0,28.060557469856235,2.0,Chennai,4.38090223264296,Yes
137.0,Tata,ModelD,2022.0,1438530.0,74166.0,Electric,Manual,First,1395.0,11.017068472716424,7.0,Bangalore,3.101727993238569,Yes
496.0,Ford,ModelC,2018.0,2057233.0,183933.0,Electric,Manual,First,2786.0,27.2711360599662,6.0,Mumbai,3.766022183254378,Yes
139.0,Hyundai,ModelB,2022.0,372647.0,102406.0,Diesel,Manual,Second,3550.0,16.818956032852196,4.0,Delhi,4.533398804088416,Yes
140.0,Audi,ModelB,2014.0,2281913.0,103618.0,Petrol,Manual,Second,1874.0,27.9902553019262,5.0,Bangalore,2.982868040313102,Yes
141.0,Mahindra,ModelC,2006.0,1578768.0,183293.0,Petrol,Manual,Second,1009.0,28.817598126829694,6.0,Bangalore,2.253002961955288,Yes
142.0,Kia,ModelD,2005.0,2995174.0,49942.0,Hybrid,Manual,Third,2359.0,23.41729774003812,3.0,Pune,4.014664551638325,Yes
143.0,Tata,ModelD,2008.0,1665213.0,8453.0,Electric,Automatic,First,1291.0,23.28847573185356,7.0,Chennai,1.880265019138767,No
144.0,Kia,ModelE,2018.0,1622534.0,107811.0,Diesel,Automatic,First,3807.0,19.0550867541748,5.0,Delhi,2.554124592024168,No
145.0,Toyota,ModelE,2005.0,1030370.0,59935.0,Diesel,Manual,Second,1769.0,26.71080449087415,6.0,Bangalore,4.462908948427175,No
146.0,Toyota,ModelA,2018.0,2525920.0,127439.0,Diesel,Automatic,Third,1380.0,29.232255168665663,2.0,Pune,3.89768936107726,No
147.0,Tata,ModelB,2020.0,3940760.0,538326.0,Diesel,Automatic,First,2359.0,25.501636006782384,3.0,Delhi,2.615244020989997,No
148.0,Tata,ModelE,2018.0,502980.0,13328.0,Diesel,Manual,Second,3105.0,22.438734675134185,5.0,Chennai,1.8589780096334296,Yes
149.0,Audi,ModelD,2013.0,1138336.0,61602.0,Petrol,Manual,First,2011.0,22.135857916426737,2.0,Bangalore,2.423873563328946,Yes
150.0,Tata,ModelC,2007.0,2978350.0,90280.0,Petrol,Automatic,First,1029.0,20.167109751291846,7.0,Bangalore,2.984502809203293,No
151.0,BMW,ModelD,2013.0,1268932.0,103618.0,Petrol,Manual,Second,988.0,20.824075315425965,3.0,Bangalore,2.984502809203293,No
152.0,Kia,ModelB,2010.0,2239879.0,54170.0,Electric,Automatic,Second,2857.0,26.07719772497645,4.0,Delhi,3.9733316542626262,Yes
153.0,Hyundai,ModelD,2017.0,2537767.0,105546.0,Hybrid,Manual,First,3985.0,20.177705103484914,2.0,Delhi,2.008279547400686,No
154.0,Mercedes,ModelA,2006.0,1680932.0,85201.0,Diesel,Automatic,First,3947.0,11.248885499478485,6.0,Delhi,2.8166698806710557,No
155.0,Tata,ModelB,2012.0,1622534.0,13640.0,Electric,Automatic,Second,3523.0,17.678940178083103,5.0,Delhi,2.5434377873444363,No
156.0,Ford,ModelC,2006.0,1549087.0,166121.0,Diesel,Automatic,Second,1301.0,18.88881915342997,3.0,Pune,4.928309514542523,Yes
157.0,Toyota,ModelA,2008.0,2631528.0,141690.0,Petrol,Automatic,First,2932.0,12.832344899732345,2.0,Mumbai,2.564368976592882,No
158.0,BMW,ModelB,2019.0,2208542.0,192125.0,Electric,Manual,Second,848.0,12.049926583784256,4.0,Pune,1.3199299311870192,Yes
159.0,Toyota,ModelC,2008.0,2828192.0,137992.0,Petrol,Manual,First,3685.0,20.709298993139083,5.0,Bangalore,1.359303010288336,No
160.0,Mercedes,ModelA,2017.0,1037635.0,48937.0,Diesel,Automatic,First,3855.0,11.702872731121644,5.0,Pune,3.3630148854122592,No
161.0,Hyundai,ModelA,2016.0,1486689.0,148279.0,Diesel,Automatic,Third,1488.0,16.05890335780168,2.0,Chennai,3.3974542069530624,Yes
162.0,Mercedes,ModelB,2017.0,2946230.0,169044.0,Hybrid,Manual,Second,1186.0,24.89193951926152,4.0,Delhi,2.67503596193062,Yes
163.0,Tata,ModelE,2018.0,1487784.0,146871.0,Diesel,Manual,Third,1769.0,29.288643591359616,7.0,Chennai,2.7273747692481187,No
164.0,Audi,ModelB,2022.0,2218433.0,164988.0,Petrol,Automatic,Third,1805.0,24.35741161103857,7.0,Chennai,1.2157303313634849,No
496.0,Toyota,ModelA,2010.0,1622534.0,75463.0,Diesel,Automatic,Third,3065.0,29.85251096905741,3.0,Bangalore,3.066186041557049,Yes
166.0,Toyota,ModelC,2015.0,362093.0,98500.0,Diesel,Automatic,First,2524.0,23.96675942558805,2.0,Delhi,3.0189579015214068,Yes
167.0,Mahindra,ModelD,2006.0,1459231.0,42158.0,Hybrid,Manual,First,2804.0,15.87588941308655,3.0,Chennai,1.598197274227778,Yes
168.0,Audi,ModelB,2023.0,462462.0,89607.0,Petrol,Automatic,Second,3852.0,23.44105081010724,7.0,Bangalore,1.4153575444437103,No
169.0,Kia,ModelB,2023.0,2591749.0,124639.0,Electric,Manual,Third,3102.0,24.04313530393808,5.0,Delhi,1.494289962397962,No
170.0,Honda,ModelE,2009.0,2132714.0,76696.0,Diesel,Automatic,Third,3083.0,17.43453969232921,3.0,Mumbai,1.404112985965034,Yes
171.0,BMW,ModelE,2023.0,906242.0,66510.0,Hybrid,Manual,First,3897.0,10.35427701218778,4.0,Bangalore,3.4388327821470392,No
172.0,Toyota,ModelB,2006.0,1397991.0,125076.0,Diesel,Manual,Third,2407.0,24.06399569550974,6.0,Pune,1.7859306096116745,No
173.0,Ford,ModelE,2014.0,2876834.0,63692.0,Diesel,Manual,Third,2589.0,10.434001905510833,7.0,Delhi,2.005720608749854,Yes
174.0,Toyota,ModelC,2006.0,1190445.0,135841.0,Electric,Automatic,Second,1070.0,22.623761561201423,7.0,Chennai,1.694288576605759,No
175.0,Mercedes,ModelB,2015.0,2754395.0,197816.0,Hybrid,Manual,Second,922.0,13.272329774851102,4.0,Chennai,4.831341217794012,Yes
176.0,Toyota,ModelE,2013.0,1914188.0,20810.0,Diesel,Manual,First,3503.0,21.31207055496087,3.0,Pune,4.418469852607341,Yes
177.0,Toyota,ModelB,2019.0,2207359.0,141198.0,Hybrid,Manual,Second,2359.0,20.078260507612,2.0,Pune,1.9219793494060835,No
178.0,Honda,ModelD,2013.0,318401.0,166081.0,Petrol,Manual,Second,2244.0,10.270272846123651,5.0,Chennai,2.310265175688504,No
179.0,Toyota,ModelA,2023.0,1085132.0,116718.0,Petrol,Automatic,Second,2359.0,17.25731633990207,6.0,Delhi,1.8395713692199889,Yes
180.0,Hyundai,ModelB,2013.0,259292.0,95932.0,Diesel,Automatic,First,1747.0,22.021823347926052,2.0,Bangalore,2.967503837843295,Yes
181.0,Kia,ModelA,2007.0,1625842.0,5192.0,Hybrid,Manual,Second,2359.0,26.972131037975597,2.0,Pune,1.0784421298970144,Yes
182.0,Ford,ModelE,2013.0,596762.0,41413.0,Diesel,Manual,First,1662.0,27.772842276730344,4.0,Pune,3.685472035587183,No
183.0,Toyota,ModelA,2018.0,1622534.0,148888.0,Diesel,Automatic,Third,1324.0,19.676999400664464,3.0,Pune,3.0926325992705666,Yes
184.0,Toyota,ModelB,2023.0,2792752.0,44082.0,Hybrid,Automatic,Second,1687.0,24.568449745988765,7.0,Mumbai,4.594555713204413,Yes
185.0,Toyota,ModelD,2011.0,2781206.0,70048.0,Electric,Automatic,First,1007.0,16.329091530669153,7.0,Delhi,1.6575707373136566,Yes
